名称,标签,地址,简介,图片URL,详情页
茯苓饼,特产美食,北京市东城区东直门内大街19号,"茯苓饼又名茯苓夹饼，是北京市出产的一种滋补性汉族传统名点。因皮薄如纸,且颜色雪白,很象中药里的云茯苓片,故称为茯苓饼。 制作系以...",https://r1.visitbeijing.com.cn/vbj-s/2016/0523/20160523103314926.png,https://s.visitbeijing.com.cn/food/215
北京烤鸭,特产美食,东城区前门大街30号,烤鸭是具有世界声誉的北京著名菜式，由中国汉族人研制于明朝，在当时是宫廷食品。用料为优质肉食鸭北京鸭，果木炭火烤制，色泽红润，肉...,https://r1.visitbeijing.com.cn/vbj-s/2016/0523/20160523102444113.png,https://s.visitbeijing.com.cn/food/214
百果年糕,甜品类,北京市东城区东直门内大街19号,百果年糕是北京春节的传统小吃，早在辽代，据说北京的正月初一，家家就有吃年糕的习俗。　　年糕有黄、白两色，象征金银，并有年年高的吉祥如意...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519025540959.jpg,https://s.visitbeijing.com.cn/food/210
玫瑰饼,烘烤类,北京市东城区东直门内大街19号,玫瑰饼是一种糖馅、酥皮的老北京汉族传统名点。其做法是，要用妙峰山的鲜玫瑰花，摘瓣、去蒂用清水洗净后，通过腌制，与炒熟的蜜糖拌在...,https://r1.visitbeijing.com.cn/vbj-s/2016/0518/20160518114024943.jpg,https://s.visitbeijing.com.cn/food/202
牛舌饼,烘烤类,北京市东城区东直门内大街19号,牛舌饼是一种有名的北京汉族小吃，黑龙江，台湾，山西等地也有该小吃。牛舌饼制作要用标准面粉和成面团，兑入发面团，比例大概在9： 1...,https://r1.visitbeijing.com.cn/vbj-s/2016/0518/20160518100914774.jpg,https://s.visitbeijing.com.cn/food/200
三鲜烧麦,蒸煮类,东城区前门大街38号(大栅栏东口),烧麦是北京地区久负盛名的汉族小吃之一。以前烧卖的馅分四季而有所不同：春以青韭为主，夏以羊肉西葫芦为优，秋以蟹肉馅最为应时，冬季...,https://r1.visitbeijing.com.cn/vbj-s/2016/0517/20160517055255392.png,https://s.visitbeijing.com.cn/food/198
糖耳朵,甜品类,东城区珠市口东大街磁器口大都市街南一楼,糖耳朵是北京小吃中常见名品，又称蜜麻花，因为它成形后形状似人的耳朵得名。　　原料：面、红糖、花生油、碱、饴糖、蜂蜜。　　做法：...,https://r1.visitbeijing.com.cn/vbj-s/2016/0512/20160512025338215.jpg,https://s.visitbeijing.com.cn/food/187
茯苓饼,粘货类,北京市东城区东直门内大街19号,作为北京最具代表性的特产之一，茯苓夹饼誉满中外，深受广大朋友的喜爱。而茯苓夹饼最大的特色就在于其外形口感以及食用营养。　　茯苓...,https://r1.visitbeijing.com.cn/vbj-s/2016/0511/20160511040437536.jpg,https://s.visitbeijing.com.cn/food/181
山楂糕,甜品类,北京市东城区东直门内大街19号,山楂糕是一道流行于北方地区的汉族民间糕点，取山楂果汁，配以白糖、琼脂，冻结成板。口感爽滑细腻，甜美冰凉可口，是一种很不错的有药...,https://r1.visitbeijing.com.cn/vbj-s/2016/0511/20160511034756997.jpg,https://s.visitbeijing.com.cn/food/180
萨其马,甜品类,北京市东城区东直门内大街19号,萨其马(满语：sacima，转写：saqima，《清文鉴》中译为糖缠)，也写作沙琪玛、沙其马、沙其玛、萨齐马等，是一种源于满族的中国特色糕点...,https://r1.visitbeijing.com.cn/vbj-s/2016/0511/20160511030452234.jpg,https://s.visitbeijing.com.cn/food/178
螺蛳转,烘烤类,东城区珠市口东大街磁器口大都市街南一楼,北京特色风味小吃。以水面团夹糖卷制，经烙制而成。螺蛳转因其形似而得名，质地松软，表皮酥脆，味咸香而可口。北京西三元小吃店制作的...,https://r1.visitbeijing.com.cn/vbj-s/2016/0511/20160511021917328.jpg,https://s.visitbeijing.com.cn/food/177
芝麻烧饼,烘烤类,东城区王府井大街138号北京APM 5楼,老北京小吃之芝麻烧饼。老北京的烧饼那是无人不知无人不晓，在岁月的长河里，人们演绎出不同品种的烧饼，不管如何变迁，提到来北京的烧...,https://r1.visitbeijing.com.cn/vbj-s/2013/1211/20131211041231515.jpg,https://s.visitbeijing.com.cn/food/174
炒肝,肉食类,北京市东城区鼓楼东大街311号(鼓楼湾东南角),炒肝是北京特色风味小吃，具有汤汁油亮酱红，肝香肠肥，味浓不腻，稀而不澥的特色。,https://r1.visitbeijing.com.cn/vbj-s/2013/0521/20130521051424404.jpg,https://s.visitbeijing.com.cn/food/143
蜜麻花,油煎类,东城区珠市口东大街磁器口大都市街南一楼,蜜麻花是北京小吃中常见名品，又称糖耳朵，因为它成形后形状似人的耳朵得名。前人有诗说：“耳朵竟堪作食耶？常偕伴侣蜜麻花，劳声借问谁家好，遥指前边某二巴”。,https://r1.visitbeijing.com.cn/vbj-s/2013/0521/20130521034623172.jpg,https://s.visitbeijing.com.cn/food/140
炸三角,油煎类,东城区前门大街38号(大栅栏东口),炸三角距今有一百多年的历史了。表面焦脆而不硬，味道清香鲜美。以前北京的大街小巷经常听到油炸的，三角哇，虾米韭菜馅的的吆喝声。馅分荤...,https://r1.visitbeijing.com.cn/vbj-s/2013/0403/20130403035842462.jpg,https://s.visitbeijing.com.cn/food/126
花糕,粘货类,北京市东城区东直门内大街19号,农历九月初九是重阳节，也叫敬老节，民间要蒸重阳糕孝敬老人。蒸重阳糕方法与蒸年糕相同，不过蒸糕要小一点，糕要薄一点。为了美观中吃，人...,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329020724735.jpg,https://s.visitbeijing.com.cn/food/121
北京冰碗,蒸煮类,东城区珠市口东大街磁器口大都市街南一楼,1.将鲜藕洗净去皮，顶刀切成圆片。鲜杏仁、桃桃仁用温水略泡去皮，菱角去外壳切成小块。莲子经泡发去皮、心，再用温水泡透，上锅蒸约15分钟...,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329111346736.jpg,https://s.visitbeijing.com.cn/food/117
白汤杂碎,蒸煮类,北京市东城区白桥大街22号-5工商联大厦南配楼,白汤杂是京菜中的一道菜，为京华清真传统名菜，极受老北京人欢迎。具有肉质软烂浓香，汤色洁白，酸辣咸香味全的特色。以前多在立秋后供应，...,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329100749548.jpg,https://s.visitbeijing.com.cn/food/115
白水羊头,肉食类,东城区王府井大街198号,白水羊头， 选料严格，制作精细，刀工讲究，成品色白洁净，肉片又大又薄，蘸着特制的椒盐吃，软嫩清脆醇香不腻，风味独特。制作白水羊头肉...,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329095003259.jpg,https://s.visitbeijing.com.cn/food/114
扒糕,粘货类,东城区珠市口东大街磁器口大都市街南一楼,扒糕是北京小吃中的夏季小吃,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329093718850.jpg,https://s.visitbeijing.com.cn/food/113
烧麦,肉食类,东城区前门大街38号(大栅栏东口),烧麦最早起源于元代初期，后来“捎上”了些菜点，成为“茶捎卖”，经多年演变成为今天的“烧麦”。,https://r1.visitbeijing.com.cn/vbj-s/2013/0327/20130327032052509.jpg,https://s.visitbeijing.com.cn/food/110
开口笑,油煎类,北京市东城区东直门内大街19号,"又称“笑口枣”,既是京城著名小点，也是岭南人过年必吃之点心。该品经过油炸，裂一大口，形如开口大笑，故曰开口笑。",https://r1.visitbeijing.com.cn/vbj-s/2013/0326/20130326035949418.jpg,https://s.visitbeijing.com.cn/food/105
元宝馄饨,蒸煮类,东城区鼓楼东大街309号（地安门鼓楼旁）,元宝馄饨顾名思义，馄饨外形酷似元宝，它最早是满人喜欢的小吃之一。,https://r1.visitbeijing.com.cn/vbj-s/2013/0326/20130326021704488.jpg,https://s.visitbeijing.com.cn/food/101
馄饨侯,美食老字号,东城区鼓楼东大街309号（地安门鼓楼旁）,“馄饨侯”的馄饨为什么会名扬京城呢？主要是这儿的馄饨做出来有讲儿。,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209030145617.jpg,https://s.visitbeijing.com.cn/food/78
六必居,美食老字号,东城区前门外粮食店街3号,闻名遐尔的六必居酱园始建于明朝嘉靖年间（公元1530年），至今已有475余年的历史，是京城历史最悠久、最富盛名的中华老字号。,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209033304514.jpg,https://s.visitbeijing.com.cn/food/75
锦芳小吃,美食老字号,东城区珠市口东大街磁器口大都市街南一楼,锦芳小吃店创建于1926年，现为北京市有名优质小吃店。该店原址在崇外大街，1996年因道路扩建迁至天坛路，1998年7月17日在崇外大街又开设了一家锦芳小吃分店。,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209041932506.jpg,https://s.visitbeijing.com.cn/food/71
功德林,美食老字号,东城区前门东大街2号,现在功德林旗舰店餐厅建筑面积达1000平方米；功德林食品有限公司拥有建筑面积8200平方米的绿色食品生产基地。,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209050950843.jpg,https://s.visitbeijing.com.cn/food/65
瑞珍厚,美食老字号,北京 东城区 东四南大街1,在中山公园里，有一家老古玩铺，字号叫瑞珍厚，创办于1917年。,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208114408473.jpg,https://s.visitbeijing.com.cn/food/52
天兴居,肉食类,东城区建国门南大街7号一层A108A,天兴居炒肝店是由清朝同治元年（1862年）创业的会仙居与1930年创业的天兴居于1956年合并而成，距今已有一百三十六年的历史。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207055108621.jpg,https://s.visitbeijing.com.cn/food/45
都一处烧麦馆,美食老字号,东城区前门大街38号(大栅栏东口),都一处烧麦馆始建于清乾隆三年（公元1738年），是中国商务部首批认定的“中华老字号”。,https://r1.visitbeijing.com.cn/vbj-s/2016/0524/20160524021631120.jpg,https://s.visitbeijing.com.cn/food/30
便宜坊,美食老字号,东城区崇文门外大街3-5号新世界百货青春馆3楼(地铁崇文门站南),北京便宜坊烤鸭集团有限公司是拥有10家京城餐饮老字号和1家三星级饭店的品群集团。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207023007545.jpg,https://s.visitbeijing.com.cn/food/26
白魁老号,美食老字号,东城区交道口南大街158号(近平安大街),坐落在隆福广场的白魁老号饭庄，在继承传统烧羊肉等品种的基础上不断创新发展，厨师跑西北，下江南，采八方名肴，汇南北清真菜近200种，以飨中外食客。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207021258417.jpg,https://s.visitbeijing.com.cn/food/25
萃华楼,美食老字号,北京市东城区东安门大街19号,萃华楼饭庄创业于一九四零年，隶属于北京兴华美食有限责任公司，是一家经营正宗鲁菜的大型饭庄。“萃华楼”意为“荟萃山东菜之精华于一楼，以飨食者”。,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206055953635.jpg,https://s.visitbeijing.com.cn/food/16
稻香村,特产美食,北京市东城区东直门内大街19号,改革开放后，北京稻香村秉承传统，锐意创新，以其独具特色品质优良的产品和热情守信的真诚服务赢得了消费者的赞誉，以工贸一体的方式迅速发展，稻香村的品牌日益深入人心。,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206053330409.jpg,https://s.visitbeijing.com.cn/food/15
天福号,美食老字号,东城区前门大街19号,北京市天福号食品有限公司是一家具有260多年历史的中华老字号企业，它的前身是久负盛名的天福号。,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206110227894.jpg,https://s.visitbeijing.com.cn/food/8
华天延吉,美食老字号,西城区西四北大街181号,北京华天延吉餐厅有限责任公司，华天饮食集团子公司聚德华天控股有限公司旗下，专业从事餐饮饮食服务的现代化集团企业。,https://r1.visitbeijing.com.cn/vbj-s/2017/0526/20170526052259489.jpg,https://s.visitbeijing.com.cn/food/409
荷叶粥,蒸煮类,北京市西城区护国寺大街67-69号,荷叶粥是特色传统名点之一，米粒晶莹剔透，荷香与米香和谐地融合在一起，一锅清淡碧绿的荷叶粥就呈现在你面前了。烦躁的夏日，不妨喝上...,https://r1.visitbeijing.com.cn/vbj-s/2017/0103/20170103043614925.jpg,https://s.visitbeijing.com.cn/food/352
紫米糕,粘货类,西城区护国寺大街93号,紫米糕是北京地区特色传统名点之一，色泽紫细似血，软糯醇香。紫米也称血米，颜色紫红，有补血、益气的功效。在封建王朝统治的漫长时期...,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220050940119.jpg,https://s.visitbeijing.com.cn/food/348
硬面镯子,烘烤类,西城区护国寺大街93号,硬面镯子是北京地区特色传统小吃之一。造型逼真，干甜筋道，香美可口，是北京城南小吃。,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220045935882.jpg,https://s.visitbeijing.com.cn/food/345
双卷酥,烘烤类,西城区新街口南大街139号(近护国寺小吃),卷酥是北京地区的特色传统小吃之一，色泽金黄，酥脆香咸。,https://r1.visitbeijing.com.cn/vbj-s/2020/0324/20200324040157848.jpg,https://s.visitbeijing.com.cn/food/344
一品烧饼,烘烤类,北京市西城区西便门外大街10号院旁边,一品烧饼是北京地区特色传统小吃。 其体形圆扁 ， 色泽金黄 ， 内裹油酥 ，皮酥脆 ， 馅香甜 ， 味道极佳 。,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220040739760.jpg,https://s.visitbeijing.com.cn/food/336
龙须饼,烘烤类,西城区前门西大街14号楼,龙须饼是北京地区特色传统小吃，形似龙须，香甜酥脆。,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220035012487.jpg,https://s.visitbeijing.com.cn/food/333
拔丝山药,粘货类,西城区地安门西大街51-2号荷花市场内,拔丝山药，汉族传统名点，年节食品，是过年迎春菜式中的一道甜点，又甜又粘，甜脆香酥，软嫩香甜。由于山药的营养价值高，常食此菜能防...,https://r1.visitbeijing.com.cn/vbj-s/2016/1215/20161215060250869.jpg,https://s.visitbeijing.com.cn/food/324
老北京烤肉,烘烤类,西城区地安门外大街前海东沿14号（近银锭桥）,老北京烤肉是一道美味的菜肴。传统的炙子烤肉需要把牛羊肉切成薄片，用料汁浸透，加上大量的葱，洋葱在铁炙子烤熟，家庭制作就把过程简...,https://r1.visitbeijing.com.cn/vbj-s/2016/1215/20161215055529133.jpg,https://s.visitbeijing.com.cn/food/323
馓子麻花,烘烤类,西城区牛街5号牛街清真超市内,馓子麻花是北京清真小吃中的精品，很受百姓欢迎，它的制作比较麻烦。在事先将矾、碱、红糖、糖桂花放在盆内用温水溶化，再将面粉倒入和...,https://r1.visitbeijing.com.cn/vbj-s/2016/1214/20161214053347443.jpg,https://s.visitbeijing.com.cn/food/321
老北京京酱肉丝,肉食类,西城区前门西大街14号楼,老北京京酱肉丝是传统北京风味菜也是鲁菜著名的功夫才之一。京酱肉丝做法并不难，但要炒的肉丝滑嫩，酱汁包裹均匀，并不容易的。,https://r1.visitbeijing.com.cn/vbj-s/2016/1214/20161214052530186.jpg,https://s.visitbeijing.com.cn/food/319
老北京麻酱烧饼,烘烤类,西城区护国寺大街93号,老北京麻酱烧饼，一种食物。主要原料是芝麻酱、水、椒盐。,https://r1.visitbeijing.com.cn/vbj-s/2016/1214/20161214051901442.jpg,https://s.visitbeijing.com.cn/food/318
面鱼,蒸煮类,西城区珠市口西大街241号,漏鱼是特色传统名小吃之一，漏鱼并非鱼或是跟鱼有关的食物，似乎是用地瓜粉揉成的半透明状物，因其长得像小鱼而得名 吃时洒榨菜，辣椒...,https://r1.visitbeijing.com.cn/vbj-s/2016/1212/20161212040822352.jpg,https://s.visitbeijing.com.cn/food/314
华天大地餐厅,美食老字号,西城区西四南大街44号(北京基督教会缸瓦市堂对面),华天大地餐厅是京城里开业较早的西餐厅，其主要经营俄式西餐。最早大地座落于西长安街上。这条街在京城里也被称为食馆一条街。而大地以...,https://r1.visitbeijing.com.cn/vbj-s/2016/0901/20160901050420817.jpg,https://s.visitbeijing.com.cn/food/286
江米凉糕,粘货类,西城区南菜园街12号(大观园西门南侧),糯米凉糕是一道适合夏天食用的老北京汉族传统糕点，节日食俗。凉糕也是佳节美味，在北方的山西、陕西、内蒙古西部地区，流传着过端午节...,https://r1.visitbeijing.com.cn/vbj-s/2016/0809/20160809031054243.jpg,https://s.visitbeijing.com.cn/food/261
烤鸭,肉食类,西城区前门西大街14号楼,烤鸭是具有世界声誉的北京著名菜式，由中国汉族人研制于明朝，在当时是宫廷食品。用料为优质肉食鸭北京鸭，果木炭火烤制，色泽红润，肉...,https://r1.visitbeijing.com.cn/vbj-s/2016/0523/20160523102444113.png,https://s.visitbeijing.com.cn/food/260
山楂糕,特产美食,西城区护国寺大街93号,山楂糕是一道流行于北方地区的汉族民间糕点，取山楂果汁，配以白糖、琼脂，冻结成板。口感爽滑细腻，甜美冰凉可口，是一种很不错的有药...,https://r1.visitbeijing.com.cn/vbj-s/2016/0511/20160511034756997.jpg,https://s.visitbeijing.com.cn/food/257
麻团,特产美食,西城区护国寺大街93号,麻团又叫煎堆，华北地区称麻团，东北地区称麻圆，海南又称珍袋，广西又称油堆，是一种古老的汉族特色油炸面食。制作起来也并不复杂。以...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519014612524.jpg,https://s.visitbeijing.com.cn/food/253
六必居酱菜,特产美食,西城区 前门外粮食店街3号(大栅栏南),六必居酱菜是北京市汉族传统名菜。由北京六必居生产。六必居是北京酱园中历史最久、声誉最显著的一家，其生产的六必居酱菜，选料精细、...,https://r1.visitbeijing.com.cn/vbj-s/2016/0523/20160523034642735.png,https://s.visitbeijing.com.cn/food/223
驴打滚,特产美食,西城区护国寺大街93号,驴打滚是老北京和天津卫传统小吃之一，成品黄、白、红三色分明，煞是好看。因其最后制作工序中撒上的黄豆面，犹如老北京郊外野驴撒欢打...,https://r1.visitbeijing.com.cn/vbj-s/2016/0523/20160523032411252.png,https://s.visitbeijing.com.cn/food/222
薄脆,油煎类,西城区护国寺大街93号,北京传统风味小吃。薄脆，故名思义，即薄又脆，但薄而不碎，脆而不艮，香酥可口。二十世纪三、四十年代，在北京吃早点，常向卖炸油饼的...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519033916996.jpg,https://s.visitbeijing.com.cn/food/212
麻团,粘货类,西城区护国寺大街93号,麻团又叫煎堆，华北地区称麻团，东北地区称麻圆，海南又称珍袋，广西又称油堆，是一种古老的汉族特色油炸面食。制作起来也并不复杂。以...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519014612524.jpg,https://s.visitbeijing.com.cn/food/207
炸年糕坨,油煎类,西城区 牛街12号(牛街清真超市对面),年糕坨色泽金黄，外皮酥焦，内质黏软，醇香甜润。　　制作工艺　　⒈将黄米淘洗干净，用凉水浸泡约4个小时，沥净水，碾成面。过细罗，...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519102318277.jpg,https://s.visitbeijing.com.cn/food/205
姜丝排叉,蒸煮类,西城区护国寺大街93号,姜丝排叉，又叫姜汁排叉、姜酥排叉、蜜排叉。它不但是北京传统小吃，也是北京茶菜的一个品种。茶菜是满族、回族礼仪性食品。满族人在设...,https://r1.visitbeijing.com.cn/vbj-s/2016/0518/20160518114952521.jpg,https://s.visitbeijing.com.cn/food/203
肉丁馒头,蒸煮类,西城区地安门西大街51-2号荷花市场内,肉丁馒头是一道美味可口的汉族小吃。坯皮绵软.馅心咸香，味美不腻。主要原料是精粉500克，肥瘦猪肉250克。猪肉切成1厘米见方的肉丁，大...,https://r1.visitbeijing.com.cn/vbj-s/2016/0518/20160518095500790.jpg,https://s.visitbeijing.com.cn/food/199
银丝卷,蒸煮类,西城区三里河月坛南街甲71号,汉族传统小吃，亦是京津地区著名小吃。银丝卷以制作精细、面内包以银丝缕缕而闻名。除蒸食以外还可入炉烤至金黄色，也有一番风味。经常...,https://r1.visitbeijing.com.cn/vbj-s/2016/0517/20160517021802331.png,https://s.visitbeijing.com.cn/food/196
酸梅汤,流食类,西城区地安门外大街前海东沿14号（近银锭桥）,酸梅汤是老北京传统的消暑饮料，在炎热的季节，多数人家会买乌梅来自行熬制(也有用杨梅代替乌梅)，里边放点白糖去酸，冰镇后饮用。酸梅...,https://r1.visitbeijing.com.cn/vbj-s/2016/0517/20160517015915286.png,https://s.visitbeijing.com.cn/food/195
咯吱,油煎类,西城区牛街5号牛街清真超市内,又名咯吱盒、咯吱合、咯炸盒。它伴随京杭大运河之生而生于运河源头之通州，是一种比老北京城还老的北京特色食品，历经人们千百年品味推...,https://r1.visitbeijing.com.cn/vbj-s/2020/0319/20200319114915588.jpg,https://s.visitbeijing.com.cn/food/194
小窝头,烘烤类,西城区地安门外大街前海东沿14号（近银锭桥）,小窝头是北京地区汉族传统名点之一，由小米面、敉子面、玉米面、栗子面混合而成，做成圆锥形，每个底部都有一个圆洞，小巧玲珑，蒸熟后...,https://r1.visitbeijing.com.cn/vbj-s/2016/0517/20160517113239687.png,https://s.visitbeijing.com.cn/food/193
苏造肉,肉食类,西城区 西四北大街21号(平安里路口南),苏造肉是老北京的汉族传统小吃之一，既不是家常自做，也不是筵宴所备。苏造肉，也称苏灶肉，起源说法不一，但多指向苏州。原来是由清宫...,https://r1.visitbeijing.com.cn/vbj-s/2016/0517/20160517110206105.png,https://s.visitbeijing.com.cn/food/192
羊霜肠,肉食类,西城区什刹海前海东沿17号(银锭桥南),羊霜肠起源于北京也叫羊霜霜、羊肚。北京回族传统小吃。卖羊霜肠的小贩在叫卖时，都呼：羊肚开锅! 当年，羊霜肠就像豆汁儿那么普及，...,https://r1.visitbeijing.com.cn/vbj-s/2016/0517/20160517103141575.png,https://s.visitbeijing.com.cn/food/191
糖卷果,甜品类,西城区牛街5号牛街清真超市内,糖卷果是北京风味小吃中的名品，深受中外食者青睐，尤得女性食客的喜爱。　　糖卷果主料用山药和大枣，配以青梅、桃仁、瓜仁等辅料。山...,https://r1.visitbeijing.com.cn/vbj-s/2016/0512/20160512112602790.jpg,https://s.visitbeijing.com.cn/food/186
油饼,油煎类,西城区护国寺大街93号,取一个较大的盆，放入面粉、盐、小苏打和发酵粉。徐徐加入冷水，先用筷子搅动均匀，再用手和面，要使面团达到最柔软又不沾盆内壁的状态。最后于面团表面刷一层油防止干皮。,https://r1.visitbeijing.com.cn/vbj-s/2020/0318/20200318045425228.jpg,https://s.visitbeijing.com.cn/food/179
老北京疙瘩汤,流食类,西城区护国寺大街93号,老北京疙瘩汤其实做法很简单，在不算太稠的小米汤里打进去点面疙瘩，面熟的时候再撒进去切得碎碎的葱花，滴两滴香油，盛一碗捧在手里，闻着...,https://r1.visitbeijing.com.cn/vbj-s/2013/1205/20131205052741695.jpg,https://s.visitbeijing.com.cn/food/173
烤牛羊肉,烘烤类,西城区地安门外大街前海东沿14号（近银锭桥）,《故都食物百咏》描绘烤牛羊肉：浓烟熏得涕潸潸，柴火光中照醉颜。满盘生膻赁一灸，如斯嗜尚近夷蛮。并注说：铁篦之下，烧以木柴，以羊肉之...,https://r1.visitbeijing.com.cn/vbj-s/2013/1127/20131127035909286.jpg,https://s.visitbeijing.com.cn/food/172
糊塌子,油煎类,西城区护国寺大街93号,北京小吃糊塌子。北京小吃里面，有很多名字听起来貌似土里土气，吃起来却极为惊艳的美味，糊塌子典型就是这种类型，待见到其黄灿灿的卖相，...,https://r1.visitbeijing.com.cn/vbj-s/2013/1118/20131118012027765.jpg,https://s.visitbeijing.com.cn/food/171
蜂糕,甜品类,西城区护国寺大街93号,蜂糕在早年间是庙会中大众化的食品之一，用面粉或米面加糖、果料等蒸制而成的一种糕食小吃。因糕体蒸好后，内有较多蜂窝状的小孔，故名蜂糕...,https://r1.visitbeijing.com.cn/vbj-s/2013/1118/20131118114203561.jpg,https://s.visitbeijing.com.cn/food/170
缸炉烧饼,烘烤类,西城区南菜园街12号(大观园西门南侧),缸炉烧饼原为河北省小吃，后进入北京，成为北京小吃。它的特点是用缸做成炉子，将烧饼生坯贴在缸壁上烤制而成，故名缸炉烧饼。缸炉烧饼的制...,https://r1.visitbeijing.com.cn/vbj-s/2013/1118/20131118102306166.jpg,https://s.visitbeijing.com.cn/food/167
炖吊子,蒸煮类,西城区西四南大街60号,北京名吃里有几样是离不开猪内脏的，比如炒肝，卤煮，再有就是炖吊子了。炖吊子为满汉小吃。它以猪肠为主，加猪心、猪肚、猪肺等，独不加猪...,https://r1.visitbeijing.com.cn/vbj-s/2013/1115/20131115051329526.jpg,https://s.visitbeijing.com.cn/food/166
墩饽饽,蒸煮类,西城区护国寺大街93号,饽饽是北京人对面制点心等食品的一种叫法,https://r1.visitbeijing.com.cn/vbj-s/2013/0826/20130826042038510.jpg,https://s.visitbeijing.com.cn/food/165
肉末烧饼,肉食类,西城区西四南大街60号,肉末烧饼是北京的一道著名风味小吃，属于著名的满汉全席之中的一道，也是北京传统宫廷的风味小吃，享誉京都几十年。,https://r1.visitbeijing.com.cn/vbj-s/2013/0521/20130521032243182.jpg,https://s.visitbeijing.com.cn/food/139
馓子麻花,油煎类,西城区牛街5号牛街清真超市内,馓子麻花是一种油炸食品，男女老少都爱吃，酥脆香甜的味道真叫人吃不够，难怪早有人形容说“嚼着惊动十里人”了。,https://r1.visitbeijing.com.cn/vbj-s/2013/0521/20130521030841540.jpg,https://s.visitbeijing.com.cn/food/138
甜、咸卷果,油煎类,西城区牛街5号牛街清真超市内,卷果是地道的清真小吃，也是京城茶食之一。逢年过节，回民都将炸卷果作为上等食品而登大雅之堂。卷果分甜、咸两种。,https://r1.visitbeijing.com.cn/vbj-s/2013/0529/20130529013342642.jpg,https://s.visitbeijing.com.cn/food/137
炸回头,油煎类,西城区 教子胡同法源寺西里小区5号楼甲4号1楼商铺(近法源寺),炸回头是北京清真小吃中特有的品种，类似饺子。此食品形状好像元宝馄饨，颜色金黄、表皮焦脆，馅香鲜美，透亮，外焦里嫩、味道咸香。回头是...,https://r1.visitbeijing.com.cn/vbj-s/2013/0529/20130529030145224.jpg,https://s.visitbeijing.com.cn/food/136
炸饹馇,油煎类,西城区牛街5号牛街清真超市内,饹馇，同咯扎，一种食品，用豆面做成饼形，切成块，熬菜吃、炸着吃或炒菜吃，是唐山的名食之一，是百姓逢年过节，婚丧喜庆，迎来送往的必备...,https://r1.visitbeijing.com.cn/vbj-s/2013/0407/20130407035633495.jpg,https://s.visitbeijing.com.cn/food/135
切糕,粘货类,西城区新街口南大街139号(近护国寺小吃),切糕是玛仁糖的俗称，是一种新疆南疆维吾尔族人民采用传统特色工艺，选用核桃仁、玉米饴、葡萄干、葡萄汁、芝麻、玫瑰花、巴丹杏、枣等原料...,https://r1.visitbeijing.com.cn/vbj-s/2013/0407/20130407030357622.jpg,https://s.visitbeijing.com.cn/food/133
山药糕,蒸煮类,西城区什刹海前海东沿17号(银锭桥南),山药糕属于中国美味糕点类食品，味道香甜。有健脾益肾的功效。把山药洗净，上屉蒸烂，晾凉。把面粉蒸熟。把白糖分成两份，一份加红色素拌成...,https://r1.visitbeijing.com.cn/vbj-s/2013/0407/20130407022504367.jpg,https://s.visitbeijing.com.cn/food/132
糖火烧,粘货类,西城区牛街5号牛街清真超市内,糖火烧是北京人常吃的早点小吃之一，已有 300多年历史，以大顺斋的糖火烧最出名。要先将红糖加面粉搓散烤熟，加入麻酱、桂花、油，和成芝...,https://r1.visitbeijing.com.cn/vbj-s/2013/0403/20130403050106324.jpg,https://s.visitbeijing.com.cn/food/129
杏仁豆腐,流食类,西城区护国寺大街93号,杏仁豆腐，著名甜点之一，主要用甜杏仁磨浆后加水煮沸，待冷冻凝结之后切块而成，因形似豆腐而得名。但因制作的地区不同，制作杏仁豆腐的方...,https://r1.visitbeijing.com.cn/vbj-s/2013/0403/20130403042547927.jpg,https://s.visitbeijing.com.cn/food/128
